,Type,Name,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_2,Refuse_Pct
3268,SMART SOUP,THAI COCNT CURRY,91.0,36.0,0.8,1.06,0.7,6.5,1.0,3.7,19.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,283.0,0.0,0.0
3269,SMART SOUP,VIETNAMESE CARROT LEMONGRASS,88.6,44.0,1.3,1.06,0.9,8.2,1.5,4.4,23.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,283.0,0.0,0.0
3270,SMELT,DRIED (ALASKA NATIVE),16.92,386.0,56.19,17.9,8.25,0.0,0.0,0.0,1600.0,5.4,89.0,1400.0,1000.0,420.0,6.7,0.148,0.72,194.0,0.0,0.073,0.262,5.97,2.29,0.176,0.0,0.0,0.0,0.0,0.0,19.1,463.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,3.59,6.86,2.884,249.0,0.0,0.0,0.0
3271,SMELT,RAINBOW,75.78,110.5,20.115000000000002,2.76,1.595,0.0,0.0,0.0,68.5,1.025,34.0,262.5,331.0,68.5,1.885,0.1585,0.8,41.65,0.0,0.01,0.133,1.608,0.6890000000000001,0.16,4.5,0.0,4.5,4.5,32.5,3.705,54.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,15.5,0.05,0.5155,0.7315,1.01,80.0,85.0,0.0,0.0
3272,SMOKED LINK SAUSAGE,PORK,56.49,309.0,11.98,28.23,3.11,0.94,0.0,0.94,11.0,0.59,11.0,157.0,483.0,827.0,1.31,0.176,0.011,18.3,0.0,0.212,0.18,2.807,0.536,0.179,1.0,0.0,1.0,1.0,61.1,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.1,43.0,0.0,9.313,11.212,3.626,61.0,68.0,16.0,0.0
3273,SMOKED LINK SAUSAGE,PORK&BF,53.91,313.0,13.28,27.61,3.29,1.92,0.0,0.0,41.0,1.47,16.0,137.0,286.0,1173.0,1.96,0.09,0.038,13.9,0.0,0.193,0.214,2.845,0.61,0.18,2.0,0.0,2.0,2.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,12.64,3.02,65.0,68.0,16.0,0.0
3274,SNACK,BALANCE,7.76,415.0,28.0,12.0,3.51,48.73,3.1,34.89,543.0,10.9,119.0,465.0,678.0,253.0,3.52,0.771,0.712,23.3,11.2,1.628,1.708,8.991,0.702,0.89,126.0,0.0,126.0,126.0,91.2,1.24,5000.0,1496.0,1495.0,0.0,10.0,0.0,0.0,0.0,5.84,1.6,65.0,1.3,1.149,8.115,1.969,1.0,0.0,0.0,0.0
3275,SNACK,PRETZEL,3.06,467.0,7.05,17.64,2.17,70.07,3.5,38.8,141.0,2.54,35.0,128.0,199.0,494.0,1.33,0.262,0.452,14.5,0.0,0.36,0.317,2.398,0.364,0.031,74.0,58.0,16.0,114.0,39.7,0.32,83.0,25.0,25.0,0.0,0.0,0.0,0.0,9.0,0.62,0.0,0.0,11.1,8.611,3.293,2.82,0.0,28.0,0.0,0.0
3276,SNACKS,BAGEL CHIPS,5.05,451.0,12.34,15.14,1.1,66.36,4.1,6.02,24.0,5.05,39.0,131.0,140.0,233.0,1.0,0.167,0.672,36.2,0.0,0.523,0.337,7.66,0.467,0.117,142.0,112.0,30.0,220.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.81,0.0,0.0,5.2,6.835,6.05,2.085,0.0,28.35,175.0,0.0
3277,SNACKS,BF STKS,19.1,550.0,21.5,49.6,4.4,5.4,0.0,0.0,68.0,3.4,21.0,180.0,257.0,1531.0,2.42,0.13,0.086,0.0,6.8,0.141,0.436,4.54,0.328,0.205,0.0,0.0,0.0,0.0,0.0,1.0,250.0,13.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,20.47,4.42,133.0,28.35,20.0,0.0
3278,SNACKS,CANDY BITS,3.73,415.0,0.0,7.5,1.87,86.9,0.2,65.0,500.0,0.19,23.0,190.0,338.0,75.0,0.86,0.021,0.021,6.0,180.0,0.079,0.343,0.173,0.62,0.069,10.0,0.0,10.0,10.0,57.8,0.76,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,13.5,1.389,0.983,3.886,3.0,20.0,0.0,0.0
3279,SNACKS,CANDY ROLLS,17.59,359.0,0.46,6.53,0.77,74.64,3.3,39.15,430.0,0.56,9.0,18.0,100.0,8.0,0.19,0.114,0.082,1.2,260.8,0.015,0.025,0.1,0.043,0.026,2.0,0.0,2.0,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.41,0.0,0.0,2.6,5.096,0.753,0.238,0.0,23.0,0.0,0.0
3280,SNACKS,CORN-BASE,1.2,523.0,7.0,32.7,2.8,56.2,0.0,0.0,131.0,4.9,77.0,207.0,236.0,763.0,1.06,0.166,0.774,6.7,1.7,0.42,0.48,6.3,0.143,0.23,200.0,0.0,200.0,200.0,0.0,0.0,611.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,9.48,16.17,0.0,28.35,0.0,0.0
3281,SNACKS,CORN-BASED,1.3925,538.0,6.5575,31.28,2.3049999999999997,58.375,3.6250000000000004,2.3175,87.25,1.9300000000000002,47.5,139.5,167.25,593.75,0.7675000000000001,0.13275,0.15750000000000003,6.975,0.95,0.1405,0.187,2.81125,0.20650000000000002,0.14725,61.25,45.0,16.25,92.75,12.875,0.12,64.75,3.75,0.5,8.75,28.25,10.25,0.0,404.5,4.1000000000000005,0.0,0.0,20.275,4.63175,10.49275,13.830000000000002,1.0,43.175,85.0875,0.0
3282,SNACKS,FARLEY CANDY,14.7,341.0,4.4,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
3283,SNACKS,FRITOLAY,2.1933333333333334,492.6666666666667,8.236666666666666,21.826666666666664,1.92,65.81666666666666,8.233333333333334,7.69,34.333333333333336,1.5666666666666667,68.0,227.33333333333334,242.33333333333334,531.6666666666666,1.4566666666666668,0.07566666666666667,0.4366666666666667,4.066666666666666,0.6,0.16533333333333333,0.05266666666666667,2.158,0.3,0.25266666666666665,14.333333333333334,2.6666666666666665,11.666666666666666,10.333333333333334,4.933333333333334,0.0,95.66666666666667,8.333333333333334,0.0,6.333333333333333,9.666666666666666,0.0,0.0,147.0,2.3466666666666667,0.0,0.0,0.7999999999999999,2.509,12.252,6.552333333333333,0.0,28.350000000000005,0.0,0.0
3284,SNACKS,FRUIT LEATHER,10.2,373.0,0.1,3.5,1.0,85.2,3.5,0.0,18.0,0.75,14.0,24.0,164.0,317.0,0.19,0.171,0.0,3.2,120.0,0.043,0.1,0.1,0.0,0.3,14.0,0.0,14.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.724,0.093,0.0,21.0,14.2,0.0
3285,SNACKS,GENERAL MILLS,6.59,400.5,4.465,6.75,1.755,80.445,2.9,23.025000000000002,25.0,2.2,25.5,85.0,104.5,506.5,0.835,0.0835,0.5815,5.1,60.05,0.178,0.158,2.5185,0.2105,0.096,59.5,11.5,48.0,67.5,3.25,0.065,1.5,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.49,0.0,0.0,7.35,1.2955,3.0915,1.922,2.0,28.175,23.5,0.0
3286,SNACKS,GRANOLA BAR,8.902857142857142,402.85714285714283,11.962857142857143,9.90857142857143,2.7671428571428573,66.45857142857143,7.1000000000000005,28.851428571428578,184.28571428571428,2.9199999999999995,111.42857142857143,222.14285714285714,333.14285714285717,305.85714285714283,2.097142857142857,0.43714285714285717,1.1582857142857141,9.928571428571429,3.142857142857143,0.20057142857142857,0.14914285714285716,1.2345714285714284,0.4444285714285714,0.5097142857142857,104.28571428571429,53.42857142857143,50.714285714285715,141.57142857142858,32.41428571428572,0.5257142857142857,50.0,10.571428571428571,9.571428571428571,1.1428571428571428,9.428571428571429,1.5714285714285714,0.0,58.57142857142857,3.4985714285714287,0.028571428571428574,1.0,3.457142857142857,2.5505714285714283,4.4231428571428575,2.200285714285714,0.8571428571428571,35.42857142857143,2.857142857142857,0.0
3287,SNACKS,GRANOLA BARS,9.3,422.0,7.635,13.335,1.93,67.8,4.449999999999999,32.769999999999996,234.5,3.745,82.0,179.5,279.0,426.5,1.415,0.255,1.24,11.25,0.55,0.301,0.46349999999999997,3.9924999999999997,0.5035000000000001,0.3695,46.5,27.0,19.0,65.5,37.2,0.11000000000000001,406.0,120.5,120.0,1.0,2.0,0.5,0.0,36.5,4.925,0.05,2.0,4.2,3.4835000000000003,5.511,3.101,18.0,47.5,0.0,0.0
3288,SNACKS,GRANOLA BITES,7.88,451.0,7.17,17.5,1.12,66.27,5.7,30.0,41.0,1.56,69.0,216.0,285.0,167.0,1.92,0.247,1.682,20.0,0.2,0.199,0.146,2.318,0.45,0.143,33.0,7.0,26.0,38.0,31.2,0.07,10.0,2.0,2.0,0.0,3.0,0.0,0.0,82.0,2.51,0.0,1.0,9.1,9.888,3.194,2.546,0.0,20.0,0.0,0.0
3289,SNACKS,KELLOGG,5.9,414.0,3.4,9.0,1.2,80.5,0.0,19.36,3.0,2.2,13.0,42.0,39.0,351.0,0.5,0.1,1.601,11.0,0.0,0.7,0.8,9.1,0.0,0.9,241.0,199.0,42.0,381.0,0.0,0.0,900.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.5,5.1,0.0,22.0,0.0,0.0
3290,SNACKS,KELLOGG'S,16.7,365.0,4.22,8.67,2.8,67.61,3.0,28.98,576.0,6.14,37.0,134.0,247.0,354.0,5.24,0.142,0.996,5.6,7.8,1.153,2.067,19.267,0.405,1.833,14.0,0.0,14.0,14.0,44.6,0.0,2027.0,604.0,603.0,4.0,8.0,2.0,0.0,37.0,0.93,0.0,0.0,15.3,1.442,1.989,4.544,0.0,0.0,0.0,0.0
3291,SNACKS,KELLOGG'S LOFAT GRANOLA BAR,5.0,390.0,8.0,7.4,1.6,78.0,6.2,0.0,35.0,8.6,87.0,248.0,249.0,291.0,2.2,0.7,1.797,0.0,0.0,0.7,0.8,9.5,0.671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.0,713.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.8,4.5,0.0,37.0,0.0,0.0
3292,SNACKS,M&M MARS,5.3925,440.25,5.994999999999999,15.6675,3.6849999999999996,69.1275,2.8,34.62,773.75,1.015,23.0,87.5,102.25,493.0,0.5349999999999999,0.10775,0.37875,1.425,0.15000000000000002,0.11725,0.1895,1.1804999999999999,0.23725000000000002,0.04075,5.25,0.0,5.25,5.25,5.25,0.065,98.0,17.75,17.25,0.0,6.0,0.0,0.0,1.25,2.8649999999999998,0.025,1.25,0.825,7.8925,2.129,1.02575,2.25,27.0875,7.5,0.0
3293,SNACKS,NUTRI-GRAIN FRUIT & NUT BAR,11.26,403.0,9.38,10.93,1.72,66.72,7.5,32.45,65.0,5.65,105.0,290.0,328.0,195.0,3.28,0.436,1.441,11.3,0.2,0.465,0.616,6.442,0.261,0.612,127.0,109.0,18.0,203.0,24.0,1.16,896.0,267.0,266.0,0.0,5.0,0.0,0.0,40.0,3.72,0.8,31.0,1.2,1.93,5.705,2.581,0.0,32.0,0.0,0.0
3294,SNACKS,PEAS,6.93,432.0,14.11,14.11,2.65,62.2,3.8,14.11,123.0,3.8,102.0,270.0,732.0,300.0,3.31,0.444,1.254,7.2,0.0,0.614,0.314,5.06,0.479,0.548,138.0,0.0,138.0,138.0,57.9,0.0,1537.0,77.0,0.0,42.0,901.0,0.0,0.0,4930.0,2.31,0.0,0.0,50.3,5.29,5.792,1.951,0.0,0.0,0.0,0.0
3295,SNACKS,PITA CHIPS,2.0,457.0,11.79,15.2,2.75,68.26,3.8,4.76,17.0,4.59,37.0,124.0,129.0,854.0,0.96,0.141,0.656,33.1,0.0,0.56,0.307,7.043,0.5,0.109,135.0,114.0,22.0,215.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.93,0.0,0.0,1.2,1.342,10.842,2.13,0.0,28.35,262.0,0.0
3296,SNACKS,PLANTAIN CHIPS,2.09,531.0,2.28,29.59,2.19,63.84,3.5,0.92,9.0,0.97,71.0,78.0,786.0,202.0,0.37,0.198,0.276,0.4,32.1,0.065,0.04,0.802,1.1,0.46,35.0,0.0,35.0,35.0,0.0,0.0,1386.0,69.0,0.0,441.0,611.0,0.0,36.0,16.0,5.04,0.0,0.0,28.6,8.337,5.632,11.739,0.0,28.35,0.0,0.0
3297,SNACKS,POPCORN,2.2479999999999998,504.4,8.958,27.594,2.516,58.684000000000005,10.64,0.31,10.8,2.4099999999999997,104.0,250.0,234.6,466.8,2.7960000000000003,0.2424,0.6444,6.159999999999999,0.2,0.1266,0.13240000000000002,1.5342,0.227,0.211,19.4,0.0,19.4,19.4,8.5,0.0,114.0,8.0,2.6,19.4,39.6,18.6,0.0,605.6,1.496,0.0,0.0,2.38,4.9092,9.7024,10.8846,0.0,9.18,40.08,0.0
3298,SNACKS,POTATO CHIPS,1.745,389.5,6.654999999999999,14.455000000000002,3.6275,60.36,6.050000000000001,0.2875,25.0,1.58,67.0,161.75,1284.75,415.5,1.465,0.376,0.5205000000000001,4.925,47.525,0.218,0.1265,5.06075,0.7575,0.5030000000000001,58.75,0.0,58.75,58.75,33.699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2975,0.0,0.0,91.00000000000001,2.5612500000000002,5.0545,5.9625,0.0,28.262500000000003,99.25,0.0
3299,SNACKS,POTATO STKS,2.2,522.0,6.7,34.4,3.3,53.3,3.4,0.22,18.0,2.27,64.0,172.0,1237.0,633.0,0.99,0.315,0.423,8.1,47.3,0.096,0.116,4.785,0.403,0.32,40.0,0.0,40.0,40.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,0.0,0.0,22.1,8.88,6.16,17.9,0.0,28.35,18.0,0.0
3300,SNACKS,PRETZELS,4.703333333333334,377.3333333333333,7.906666666666666,4.256666666666667,3.4266666666666663,79.70666666666666,4.6000000000000005,2.143333333333333,21.333333333333332,2.49,24.0,86.33333333333333,215.0,673.3333333333334,0.52,0.19866666666666669,1.5053333333333334,2.6666666666666665,0.43333333333333335,0.30533333333333335,0.3056666666666667,4.006666666666667,0.377,0.14700000000000002,75.66666666666667,29.333333333333332,46.333333333333336,96.33333333333333,8.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47333333333333333,0.0,0.0,0.4666666666666666,1.5390000000000004,1.5986666666666667,0.8933333333333334,0.0,18.900000000000002,39.0,0.0
3301,SNACKS,RICE CAKES,5.9,385.0,8.4,3.2,1.4,81.2,2.9,0.0,9.0,1.17,114.0,320.0,275.0,167.0,2.22,0.42,5.08,0.0,0.0,0.08,0.104,6.435,0.93,0.14,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,1.14,1.13,0.0,9.0,18.0,0.0
3302,SNACKS,RICE CRACKER BROWN RICE,5.8,387.0,8.2,2.8,1.7,81.5,4.2,0.89,11.0,1.49,131.0,360.0,290.0,326.0,3.0,0.445,3.73,24.6,0.0,0.061,0.165,7.806,1.0,0.15,21.0,0.0,21.0,21.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,1.9,0.57,1.03,0.99,0.0,9.0,18.0,0.0
3303,SNACKS,SHRIMP CRACKER,13.6,426.0,7.14,17.86,2.31,59.09,5.6,21.43,20.0,1.91,72.0,191.0,193.0,571.0,1.38,0.221,2.14,33.1,0.0,0.264,0.091,2.631,0.321,0.216,23.0,0.0,23.0,23.0,17.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,3.28,0.0,0.0,12.8,5.357,7.997,3.971,2.0,0.0,0.0,0.0
3304,SNACKS,SOY CHIPS OR CRISPS,8.5,385.0,26.5,7.35,4.5,53.15,3.5,1.8,171.0,5.2,170.0,7.0,7.0,842.0,1.5,2.456,2.039,12.1,0.0,0.333,0.349,2.978,1.395,0.513,240.0,0.0,240.0,240.0,110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,11.9,1.102,1.661,4.018,0.0,28.35,0.0,0.0
3305,SNACKS,SUNKIST,14.6,342.0,0.6,1.0,1.1,82.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,81.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
3306,SNACKS,SWT POTATO CHIPS,4.51,532.0,2.94,32.35,3.38,56.82,8.8,8.82,59.0,2.12,65.0,145.0,925.0,35.0,0.53,0.412,1.349,2.1,0.0,0.088,0.161,2.088,1.551,0.535,37.0,0.0,37.0,37.0,36.6,0.0,23675.0,1184.0,0.0,0.0,14205.0,0.0,0.0,0.0,9.82,0.0,0.0,24.5,2.941,9.155,12.224,0.0,28.35,28.0,0.0
3307,SNACKS,TORTILLA CHIPS,1.865,455.0,8.103333333333333,17.919999999999998,2.4083333333333337,66.78,5.250000000000001,1.2299999999999998,150.16666666666666,2.576666666666666,101.33333333333333,262.8333333333333,271.6666666666667,585.6666666666666,1.6066666666666667,0.19999999999999998,0.2965,8.683333333333334,1.2833333333333334,0.18516666666666667,0.19900000000000004,1.4494999999999998,0.3805,0.22516666666666665,33.0,0.0,33.0,33.0,13.383333333333333,0.12333333333333334,182.16666666666666,10.833333333333334,2.0,8.0,30.166666666666668,0.0,7.5,253.5,1.765,0.0,0.0,32.449999999999996,2.949666666666667,8.054499999999999,5.893166666666666,1.3333333333333333,33.73333333333333,68.66666666666667,0.0
3308,SNACKS,VEG CHIPS,5.425,495.0,4.725,26.555,4.1,59.2,7.800000000000001,6.895,65.5,1.595,69.5,164.0,1052.0,301.5,0.825,0.3325,0.74,2.1,8.5,0.18,0.095,2.2675,1.0975000000000001,0.5375000000000001,51.5,0.0,51.5,51.5,29.5,0.0,1051.0,53.0,0.0,0.5,620.0,20.5,3624.0,0.0,6.5,0.0,0.0,31.0,1.8245,14.9875,6.766,0.0,28.35,0.0,0.0
3309,SNACKS,YUCCA (CASSAVA) CHIPS,2.8,515.0,1.34,25.91,2.7,69.23,3.7,3.36,52.0,0.72,46.0,99.0,868.0,296.0,0.85,0.115,0.282,4.9,0.0,0.05,0.027,1.197,0.89,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,5.3,8.689,7.443,6.912,0.0,28.35,17.0,0.0
3310,SNAIL,RAW,79.2,90.0,16.1,1.4,1.3,2.0,0.0,0.0,10.0,3.5,250.0,272.0,382.0,70.0,1.0,0.4,0.0,27.4,0.0,0.01,0.12,1.4,0.0,0.13,6.0,0.0,6.0,6.0,65.0,0.5,100.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.361,0.259,0.252,50.0,85.0,0.0,0.0
3311,SNAPPER,MIXED SPECIES,76.87,100.0,20.51,1.34,1.31,0.0,0.0,0.0,32.0,0.18,32.0,198.0,417.0,64.0,0.36,0.028,0.013,38.2,1.6,0.046,0.003,0.284,0.75,0.4,5.0,0.0,5.0,5.0,65.0,3.0,106.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.96,10.2,408.0,0.1,0.285,0.251,0.459,37.0,85.0,218.0,0.0
3312,SNAPPER,MXD SP,70.35,128.0,26.3,1.72,1.41,0.0,0.0,0.0,40.0,0.24,37.0,201.0,522.0,57.0,0.44,0.046,0.017,49.0,1.6,0.053,0.004,0.346,0.87,0.46,6.0,0.0,6.0,6.0,0.0,3.5,115.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.322,0.588,47.0,85.0,170.0,0.0
3313,SORGHUM FLR,REFINED,11.92,357.0,9.53,1.24,0.47,76.85,1.9,0.0,6.0,0.97,31.0,87.0,145.0,1.0,0.47,0.009,0.43,0.0,0.6,0.09,0.005,1.329,0.184,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.385,0.475,0.0,161.0,0.0,0.0
3314,SORGHUM FLR,WHOLE-GRAIN,10.26,359.0,8.43,3.34,1.32,76.64,6.6,1.94,12.0,3.14,123.0,278.0,324.0,3.0,1.63,0.253,1.258,12.2,0.8,0.329,0.061,4.496,0.539,0.325,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.4,0.528,0.943,1.403,0.0,121.0,0.0,0.0
3315,SORGHUM GRAIN,0,12.4,329.0,10.62,3.46,1.43,72.09,6.7,2.53,13.0,3.36,165.0,289.0,363.0,2.0,1.67,0.284,1.605,12.2,0.0,0.332,0.096,3.688,0.367,0.443,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.61,1.131,1.558,0.0,192.0,0.0,0.0
3316,SOUP,BEAN W/ FRANKFURTERS,75.36500000000001,108.5,5.795,4.05,2.015,12.775,2.3,0.0,50.5,1.3599999999999999,28.0,96.0,277.0,634.0,0.685,0.22899999999999998,0.4575,5.15,0.55,0.0635,0.0375,0.595,0.05500000000000001,0.0765,18.0,0.0,18.0,18.0,0.0,0.045,505.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.585,0.9550000000000001,7.0,256.5,463.0,0.0
3317,SOUP,BEAN W/ HAM,78.63,95.0,5.19,3.5,1.52,11.16,4.6,0.0,32.0,1.33,19.0,59.0,175.0,400.0,0.44,0.16,0.29,6.9,1.8,0.06,0.06,0.7,0.04,0.05,12.0,0.0,12.0,12.0,0.0,0.03,1626.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.58,0.39,9.0,243.0,546.0,0.0
3318,SOUP,BEAN W/ PORK,77.75999999999999,96.0,4.38,3.29,1.94,12.64,4.4,2.235,45.5,1.1400000000000001,25.0,73.0,261.0,510.5,0.575,0.22599999999999998,0.3725,4.75,0.8999999999999999,0.0485,0.018500000000000003,0.3135,0.052000000000000005,0.023,18.0,0.0,18.0,18.0,19.9,0.02,493.0,25.5,1.0,88.0,250.0,0.0,4428.0,6.5,0.65,0.0,0.0,1.7999999999999998,0.849,1.2065000000000001,1.0130000000000001,1.5,198.0,179.65,0.0
3319,SOUP,BEAN W/BACON,70.9,117.0,6.5,2.1,2.5,18.0,4.6,0.0,0.0,1.37,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.747,0.446,3.0,128.0,0.0,0.0
3320,SOUP,BEAN&HAM,79.91,81.0,4.19,1.03,1.21,13.66,4.0,3.17,38.0,1.02,19.0,13.0,158.0,187.0,0.53,0.082,0.228,4.3,1.1,0.056,0.029,0.324,0.128,0.046,29.0,0.0,29.0,29.0,18.0,0.03,702.0,35.0,0.0,145.0,349.0,0.0,915.0,36.0,0.39,0.0,0.0,5.1,0.252,0.415,0.269,2.0,245.0,0.0,0.0
3321,SOUP,BEEF BROTH,3.3,170.0,17.3,4.0,59.3,16.1,0.0,14.51,60.0,2.23,50.0,225.0,403.0,24000.0,0.21,0.0,0.386,27.6,0.0,0.2,0.24,3.3,0.3,0.2,32.0,0.0,32.0,32.0,113.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,1.67,0.16,4.0,3.6,0.0,0.0
3322,SOUP,BF & MUSHROOM,83.3,69.0,4.3,2.3,0.52,9.58,0.2,0.84,13.0,0.97,2.0,50.0,140.0,25.0,1.1,0.1,0.0,2.2,3.0,0.04,0.11,1.13,0.0,0.06,5.0,0.0,5.0,5.0,9.7,0.26,1967.0,98.0,0.0,438.0,961.0,0.0,722.0,47.0,0.22,0.0,0.0,3.5,1.621,0.394,0.068,6.0,251.0,0.0,0.0
3323,SOUP,BF & VEG,88.985,45.0,3.2199999999999998,1.055,1.165,5.575,1.0,1.2349999999999999,17.5,0.48,9.5,45.5,225.5,250.5,0.485,0.026,0.0575,3.0,1.8,0.015,0.0155,0.9425,0.0,0.063,4.5,0.0,4.5,4.5,5.7,0.085,1145.0,57.5,0.0,264.0,555.0,0.0,312.0,59.5,0.225,0.0,0.5,3.0,0.2035,0.148,0.171,3.5,247.5,526.5,0.0
3324,SOUP,BF BARLEY,87.35,52.0,2.81,0.96,0.94,7.94,0.9,1.22,11.0,0.45,9.0,50.0,121.0,297.0,0.5,0.058,0.088,2.2,0.5,0.027,0.085,0.933,0.177,0.078,11.0,0.0,11.0,11.0,9.0,0.15,279.0,14.0,0.0,58.0,139.0,0.0,357.0,56.0,0.12,0.0,0.0,0.4,0.329,0.349,0.232,4.0,208.0,527.0,0.0
