FullName,Word Embedding,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint
mustard greens raw,"[-0.15035615 -0.58375663 -0.12573371  0.17980061 -1.75593102  0.40575052
 -0.72236508  0.80375529 -2.46996077  2.03467133 -0.22151587 -0.77355208
 -1.44910039 -0.62615442 -0.02355458  0.99339622  1.25536366 -1.48235649
 -1.11593621 -0.96243053  0.83822902  1.12482943  1.65586301 -1.32413644
  0.10516872 -1.85305043 -0.24876801  2.41083054 -0.26270038  0.37823421
  1.37472188 -0.78690807  0.50972768  0.41338938  0.9900995   0.40121958
 -0.17947898  0.38440289  0.01281395 -1.1316102   1.60886675 -1.92433532
 -0.46164927  0.53169898 -0.61765736  0.49288633 -0.81074081 -1.23555239
  1.48066763  1.09287691 -0.60739049  0.45974552 -0.03736146  0.17092613
  0.23257214  1.20640767  0.23975603 -1.12160719 -0.06447519 -0.37554246
 -0.6512895  -1.66493676  0.1173799  -0.75114389 -0.64248506 -1.31970955
 -0.08510732  0.82405901 -0.95000384 -0.44371635  0.60490857 -0.03036263
 -0.35295123 -1.98835274  1.17341283  2.14925928 -0.31345396 -0.64396875
 -2.4452495   1.11332695  0.88992926  1.22273836  0.40132447  1.88406014
  0.1158334   0.32222995 -0.9098103   1.36854361 -1.05613885  0.06217398
  0.89782581 -0.96002744  0.22448159 -0.02037724 -0.88590829 -0.42936116
  0.6449366  -1.36288095  1.58046758 -0.52216114]",27.0,2.86,0.42,4.67,1.32,3.2,151.0,0.18,0.0,70.0,2.01,12.0,0.8,0.11,0.08,115.0,0.165,1.64,32.0,0.0,58.0,0.9,0.25,mayonnaise,2.04
new zealand spinach cooked,"[ 0.08286741 -0.08099688  1.5742531   0.00572172  1.24415552  0.22113849
 -1.12132779 -0.38949049 -0.62108295 -0.45091151  0.27181463  1.31181739
  0.10322262 -0.59640763  1.49089061  0.47056632  0.0145556  -0.10533063
  0.19714374 -0.23618678 -0.38896956  2.53431754  0.89838083  0.42185041
  0.35393873 -0.47246657  0.51741553  2.06579172 -1.00950544  0.17943815
  0.69689918 -0.35050434  0.3032323   0.88554491 -1.03190236  1.43780432
 -0.46226772  0.84029845  0.91121141  0.10779319  0.03934421 -1.28378467
 -1.13927126 -0.10568656  0.37645636  0.00383531 -0.70096025  0.12391948
  0.54335883  0.67191985  0.52886431  0.76859509 -1.00589072 -1.26152054
  0.28332279  1.72741966  0.02046318  0.90757101 -0.05691838  0.55340708
 -0.30551648 -0.2238397   0.70628769  0.41805729 -1.64032387 -1.296682
 -0.32654814  0.8296368   0.95322866 -2.10022813  0.6864723  -0.46487296
  0.24987473  0.02360785 -0.46774833  1.42208442  0.40630325  0.01973768
 -0.21725666 -0.03639632  0.80158253  1.22174761 -0.16588864  1.75950606
  0.16321783  0.29379133  0.77537911  0.88403094 -0.43543758 -0.1483878
 -0.7155959  -0.94741794  0.18108127  0.75654297 -0.9608091   0.48503255
 -0.21445736 -0.06168624  0.00676388 -1.71162392]",12.0,1.3,0.17,2.13,0.25,1.4,0.0,0.237,0.0,16.0,1.23,8.0,0.39,0.107,0.03,48.0,0.077,0.66,32.0,0.526,22.0,0.9,0.31,spinach,0.4826666667
new zealand spinach raw,"[-3.80544831e-01  1.81523358e-01  1.30471875e+00  3.55863507e-01
 -2.87342081e-01  3.23658988e-01 -2.36873396e-01  7.02185519e-01
 -6.70973709e-01  6.44154890e-01 -2.87013799e-02  7.41162650e-01
 -7.54497163e-01 -6.38616391e-01  7.81040996e-01  5.82558021e-01
  5.75669674e-01 -4.31165874e-01 -4.33423785e-01 -3.92994087e-01
 -2.17435140e-01  8.62730250e-01  8.52391522e-01 -2.09434597e-01
 -5.45596927e-02 -9.89595428e-01 -3.28397594e-01  1.35827389e+00
 -1.41015370e+00 -1.17134189e-01  9.00065576e-01  2.81581655e-04
  9.05032180e-01  1.37045447e-01 -1.23155507e+00  7.56146273e-01
 -1.13531910e-01  4.90731917e-01  1.40330232e+00 -2.31839472e-01
  7.11685978e-01 -1.06354605e+00 -5.07907299e-01  2.95654349e-01
  5.01420022e-01  2.27406025e-01 -1.07039925e+00 -4.06337421e-01
  5.09413391e-01  9.27262288e-01  6.06928080e-01  3.44197694e-01
 -1.27189299e+00 -4.85246869e-01 -1.09490331e-01  5.51640198e-01
 -1.75813261e-01  7.33060315e-02 -4.39961909e-02  5.16898285e-01
 -3.48531883e-02  3.23634967e-03  4.31496752e-01  5.04865570e-01
 -1.16939526e+00 -3.89321901e-01 -1.33130150e-01  4.33465347e-01
  1.30377699e-01 -1.12869741e+00  6.84691764e-01 -6.81627532e-02
  2.13921417e-01 -4.68424406e-01 -1.39951840e-01  7.63559081e-02
 -3.58699141e-01  7.64383189e-02 -3.62169974e-01  3.34217429e-01
  9.23815619e-01  6.15231279e-01 -5.99844605e-01  1.11409368e+00
  1.69289276e-01  9.18663267e-01  3.31231523e-01  1.12700560e+00
 -3.27237584e-01 -1.72377795e-01  1.30492901e-01 -3.90112089e-01
 -1.89867673e-01  4.15016640e-02 -1.49174824e-01  4.59404193e-01
  5.01306625e-01 -6.94824360e-01  4.38713791e-01 -3.45356829e-01]",14.0,1.5,0.2,2.5,0.29,1.5,0.0,0.304,0.0,30.0,1.42,15.0,0.5,0.13,0.04,58.0,0.093,0.8,39.0,0.639,28.0,0.7,0.38,spinach,0.4826666667
new zealand spinach cooked,"[ 0.08286741 -0.08099688  1.5742531   0.00572172  1.24415552  0.22113849
 -1.12132779 -0.38949049 -0.62108295 -0.45091151  0.27181463  1.31181739
  0.10322262 -0.59640763  1.49089061  0.47056632  0.0145556  -0.10533063
  0.19714374 -0.23618678 -0.38896956  2.53431754  0.89838083  0.42185041
  0.35393873 -0.47246657  0.51741553  2.06579172 -1.00950544  0.17943815
  0.69689918 -0.35050434  0.3032323   0.88554491 -1.03190236  1.43780432
 -0.46226772  0.84029845  0.91121141  0.10779319  0.03934421 -1.28378467
 -1.13927126 -0.10568656  0.37645636  0.00383531 -0.70096025  0.12391948
  0.54335883  0.67191985  0.52886431  0.76859509 -1.00589072 -1.26152054
  0.28332279  1.72741966  0.02046318  0.90757101 -0.05691838  0.55340708
 -0.30551648 -0.2238397   0.70628769  0.41805729 -1.64032387 -1.296682
 -0.32654814  0.8296368   0.95322866 -2.10022813  0.6864723  -0.46487296
  0.24987473  0.02360785 -0.46774833  1.42208442  0.40630325  0.01973768
 -0.21725666 -0.03639632  0.80158253  1.22174761 -0.16588864  1.75950606
  0.16321783  0.29379133  0.77537911  0.88403094 -0.43543758 -0.1483878
 -0.7155959  -0.94741794  0.18108127  0.75654297 -0.9608091   0.48503255
 -0.21445736 -0.06168624  0.00676388 -1.71162392]",12.0,1.3,0.17,2.13,0.25,1.4,0.0,0.237,0.0,16.0,1.23,8.0,0.39,0.107,0.03,48.0,0.077,0.66,32.0,0.526,22.0,0.9,0.31,spinach,0.4826666667
nopales cooked,"[ 0.21749592 -0.43333865  1.66657619  0.12229667  2.30611497  0.71639812
 -1.93497027 -1.86963483 -0.4192327  -1.29106588  0.29706343  1.39679038
  0.88413524 -0.77500148  1.12927774  0.41208024 -0.30612716  0.5233966
  1.43669272  0.5074392  -0.31440304  4.06010467  0.77589301  0.60644035
  1.17147084  0.69743369  1.2318464   2.1368056  -0.17917529  0.88577574
  0.53154512 -0.65048971 -0.26948754  1.86869446  0.67549008  1.48238601
  0.04289925  0.38155112 -0.06463477  0.65148731 -0.82883985 -1.47623884
 -1.39904334 -0.08347998 -0.23578065 -0.62118393  0.22205577  0.52347696
  0.63035412 -0.43121583  0.05720807  0.61233721 -0.26526479 -0.92887318
 -0.1655379   3.26063135 -0.03704076  1.73592495  0.15151075  1.09768802
 -0.54530231 -1.04202832  1.20007303  0.05109183 -1.39663946 -1.65193655
 -0.59213994  1.71385533  1.14697516 -2.25219735  0.58203415 -0.89182548
  0.64653765  0.24017842 -1.14499099  2.46528271  1.69879422 -0.31918194
 -0.0080322  -0.48173946 -0.05545124  2.00427327 -0.58153772  2.09909873
 -1.16561166 -0.98168049  1.44386366 -0.24116849  0.23872809  0.41211944
 -1.52299807 -1.07269997  1.23164554  1.62135008 -2.19169867  0.39937687
 -1.83132502  0.95799017 -0.83758894 -2.58892864]",15.0,1.35,0.05,3.28,1.12,2.0,22.0,0.067,0.0,5.3,0.0,3.0,0.296,0.04,0.011,164.0,0.049,0.5,47.0,0.408,16.0,0.7,0.21,mixed fish frozen,1.04
nopales raw,"[-0.70932856  0.09170182  1.12750749  0.82258025 -0.75688023  0.92143911
 -0.16606148  0.31371718 -0.51901422  0.89906692 -0.30396859  0.25548091
 -0.83130432 -0.85941901 -0.29042149  0.63606365  0.81610099 -0.12827388
  0.17555766  0.19382458  0.02866579  0.71693009  0.6839144  -0.65612968
  0.354474   -0.33682402 -0.45977985  0.72176993 -0.98047181  0.29263106
  0.93787791  0.05108214  0.93411221  0.37169553  0.27618464  0.11906991
  0.74037087 -0.31758195  0.91954706 -0.02777801  0.51584368 -1.03576159
 -0.13631541  0.71920185  0.01414668 -0.17404249 -0.51682224 -0.53703684
  0.56246324  0.07946904  0.21333562 -0.23645758 -0.79726933  0.62367416
 -0.95116413  0.90907242 -0.42959364  0.06739499  0.17735513  1.02467043
 -0.00397572 -0.58787622  0.65049115  0.22470838 -0.45478224  0.16278365
 -0.20530397  0.92151242 -0.49872676 -0.3091359   0.57847307 -0.09840506
  0.57463102 -0.7438861  -0.48939801 -0.22617431  0.16878943 -0.20578066
 -0.29785882  0.25948804  0.18901493  0.79124061 -1.44944965  0.80827396
 -1.15346877  0.26806339  0.55556849  0.24478081  0.45512808  0.36413946
  0.16917954  0.04191174  0.48974766  0.19126748 -0.56843013  0.34812015
 -0.39979705 -0.30828607  0.02631089  0.14360555]",16.0,1.32,0.09,3.33,1.15,2.2,23.0,0.07,0.0,9.3,0.0,3.0,0.41,0.041,0.012,164.0,0.052,0.59,52.0,0.457,16.0,0.7,0.25,carrots canned,1.6
okra cooked,"[ 0.88331434 -0.87867951  2.44207066 -0.11813509  2.3681234   1.03607658
 -2.03786785 -1.6432935  -0.30638672 -1.41562775  0.16733117  1.89958274
  1.20521483 -0.8101022   1.39883372  0.85208258 -0.82770607  0.51029197
  1.4002259   0.45968927 -0.56945194  4.43965119  0.49548665  0.86775038
  1.25650873  0.56773363  0.3910709   2.71320182 -1.22261812  0.40195805
  0.4695945  -0.54614351  0.62816918  1.91843322  0.13668716  2.06428558
 -0.28669162 -0.06285241 -0.42752329  0.83970575 -0.79373483 -1.96442801
 -2.07316059  0.05419461 -0.69448538  0.08164442 -0.35195985  1.19055492
  0.70712827 -0.85784349 -0.24712782  0.74986962 -0.23411136 -1.15909949
  0.23061338  3.19183994  0.47091344  1.79748604  0.30118228  1.38433665
 -1.3032515  -0.73458007  0.85657868  0.37592293 -2.21899658 -1.25090683
 -0.56353385  1.72281902  0.89079854 -2.18664324  0.11545858 -0.77213293
  0.39668255 -0.07506666 -0.83822539  3.12516588  1.58798977  0.21890309
 -0.05143673 -0.84122744 -0.06507763  2.70850807 -0.02441418  2.42307338
 -0.99738562 -0.36557615  1.22757363  0.27973557 -0.10857719 -0.04737446
 -1.74431761 -1.30226402  0.7614477   1.3152701  -2.41905394  0.63089591
 -1.71134536  0.15915793 -0.79235608 -3.11988005]",22.0,1.87,0.21,4.51,2.4,2.5,14.0,0.187,0.0,16.3,0.27,46.0,0.871,0.055,0.132,77.0,0.085,0.28,36.0,0.294,32.0,0.4,0.43,vegetables,0.6926075
okra frozen,"[-0.43061918  0.85926798  2.60017425 -0.99516208 -0.51347191  0.77261752
  0.05092267  1.16392463  0.53237047 -1.62503484 -0.90854748  1.85844088
 -0.63693914 -1.38526067  0.16339708  0.83725455 -0.75453225 -0.6860735
  0.48300078  0.86760916  0.41615145  0.53414717  0.41487411  0.0237917
 -2.04170737 -0.63308658  0.47237438  1.03891468 -1.32641356 -0.32670371
  0.13165874 -1.07996694  2.4686178   0.03146068 -1.76780629  1.08720824
 -1.20414878 -1.65756047  1.39048085  0.67734914 -0.36276631 -0.53540079
 -1.00797081  1.61718619  0.51441404  0.89776908 -1.19982368  0.47694425
  0.98910902 -0.35876374 -0.18618362 -0.3173148  -0.05211427 -1.42217258
  0.41965077 -0.14501315  1.54546219  1.35680792 -0.97967837  2.09428734
 -0.80388494  0.54074374 -0.02189243  2.04153252 -1.79726976 -0.02879745
  0.58341151 -0.44276751  1.06883797 -0.39948389 -0.1763328  -0.19743896
  0.45156632  0.2084628  -0.85319653  0.17770836  0.78771891  1.80681819
  0.16694132 -0.70695043  0.27787132  1.02343407 -1.31723797  1.57298538
 -1.24291003  0.92099032  0.8012954   1.20186359 -0.14925587  0.10933849
 -0.80116935 -0.18239652 -0.66409263  0.57084778 -0.07127497  0.05676517
 -1.51396434 -0.50104606 -0.26051322 -0.28679779]",31.0,1.6499999999999997,0.2433333333333333,6.483333333333333,2.9033333333333338,2.1333333333333333,16.0,0.0386666666666666,0.0,10.533333333333331,0.3233333333333333,116.0,0.6466666666666666,0.099,0.0783333333333333,76.33333333333333,0.0783333333333333,0.5366666666666666,41.0,0.8536666666666667,38.66666666666666,0.6,0.5033333333333333,shrimps frozen,17.73375
okra raw,"[-0.04351014 -0.35363904  1.90300196  0.58214848 -0.69487179  1.24111757
 -0.26895907  0.54005851 -0.40616823  0.77450505 -0.43370084  0.75827327
 -0.51022473 -0.89451972 -0.0208655   1.07606599  0.29452208 -0.14137851
  0.13909085  0.14607465 -0.22638311  1.09647661  0.40350804 -0.39481965
  0.43951189 -0.46652408 -1.30055535  1.29816616 -2.02391464 -0.19118664
  0.87592729  0.15542834  1.83176893  0.42143428 -0.26261827  0.70096948
  0.41078    -0.76198548  0.55665854  0.16044043  0.55094869 -1.52395076
 -0.81043266  0.85687643 -0.44455805  0.52878585 -1.09083787  0.13004112
  0.63923739 -0.34715862 -0.09100027 -0.09892517 -0.76611589  0.39344785
 -0.55501285  0.84028102  0.07836056  0.12895608  0.32702666  1.31131905
 -0.76192492 -0.28042796  0.30699679  0.54953948 -1.27713937  0.56381337
 -0.17669787  0.93047612 -0.75490338 -0.2435818   0.1118975   0.02128749
  0.32477592 -1.05913118 -0.18263242  0.43370886  0.05798499  0.33230437
 -0.34126335 -0.09999993  0.17938855  1.49547541 -0.89232612  1.13224861
 -0.98524272  0.88416773  0.33927846  0.76568487  0.10782281 -0.09535444
 -0.05214    -0.18765231  0.01954982 -0.11481251 -0.7957854   0.5796392
 -0.27981739 -1.10711831  0.07154375 -0.38734587]",33.0,1.93,0.19,7.45,1.48,3.2,36.0,0.215,0.0,23.0,0.27,60.0,1.0,0.06,0.2,82.0,0.109,0.62,57.0,0.788,61.0,0.7,0.58,carrots canned,1.6
onion rings breaded,"[ 0.15681521 -0.96577329  1.17069709 -0.51618933 -1.16248238  0.23854504
  0.09055598  1.45083123  0.36334068  0.56269205  0.38755213  0.06010033
  0.50803381 -0.08880948 -0.11390881  1.73460709 -0.1948905   0.50382545
 -0.66042644 -0.17406213 -0.45056236 -0.05204321  0.1887776  -0.68365262
  0.97094584  0.26514754 -1.67743393  1.13970273 -1.45553446  1.21480069
 -0.32733281 -0.19943843  0.77538281  1.38718228 -1.09168593  0.79027033
  1.07628827  0.65610017 -0.2868913   0.06143626 -0.20748792 -2.48662595
 -1.35243167  0.45655708  0.13943136  1.33429439 -1.63993696  1.03285033
 -0.5981963   0.34997427 -2.18751674  0.00981981  0.9758393   0.90123902
 -0.04285153  1.56665888  1.27000923 -1.50660518  0.24112191  0.31332432
 -0.59908044 -1.60137788 -0.45993261  0.52051099 -1.78008062  1.30521291
  0.36829291  1.18204919 -0.4067142   0.35908244 -1.15977647  0.22836051
 -0.65404997 -1.17203619  1.23412613  1.92734838 -0.86254945  0.29513978
 -0.16571876  0.42226362  1.31984317  1.26663087  2.14192204  0.0822709
 -0.11515222  1.48532098 -1.78011951  0.52881839  0.27381524 -1.02920201
  0.78738105 -0.22991941 -0.47720411  1.17773122 -1.71669394  0.29109171
 -0.44343189 -1.4357776  -0.69172472 -0.86491227]",267.0,3.645,14.2,32.16,2.55,2.0,0.0,0.1245,0.0,3.1,0.23,50.5,1.021,0.0975,0.1425,38.5,0.0735,1.09,15.5,0.3235,60.0,4.0,0.39,onion,0.2394833333
onions canned,"[ 0.81475848 -0.63701931  2.18436843  0.57752174  0.96527015  0.22667333
 -0.96879642  0.20606014 -3.31829047 -1.39853309 -1.25393261  3.02506447
 -0.80583259  0.21671271 -0.28974732  1.76388478  0.16138208  1.09304003
 -1.56761861 -1.86833233  0.67974916  2.09128463  1.44987392 -1.35550889
 -0.73479307 -0.49783772 -1.36015165  3.17726719 -1.88978913  2.00090322
 -0.79177842 -0.50193786  2.53146136 -0.63027431 -1.58761644  2.81686676
  0.8031345  -0.09331369  0.33423302  2.91791117  0.37595259 -2.1931355
 -0.8127805   1.57149374 -1.27459812  1.6112746  -2.89874142  0.53499815
 -0.83067819  0.76339234 -2.5343049  -0.29101318 -1.13148935  0.28070154
  0.56981567  2.71118492 -0.329992    0.04171574  0.16197576  2.07882482
 -0.95702008 -1.90609585 -0.2408572   0.5813846  -2.1143944   2.14608581
 -0.54429065  0.3093408  -1.14265269 -0.13780817 -0.85526235  0.39667041
 -1.72727564 -0.1175997   2.62534761  1.13678288  1.32415575  0.97044612
 -1.04734926  0.89949441  1.52404034  0.56225975  2.60286507  0.94065577
 -1.51959737  0.97719665 -1.6415113   0.9528648   0.50309803 -0.86568147
  0.49168102  0.76484402 -1.48090243 -0.47973141 -0.48703     1.08953947
 -0.21620044 -2.90323436 -1.61437175 -1.09208968]",19.0,0.85,0.09,4.02,2.2,1.2,0.0,0.137,0.0,4.3,0.07,10.0,0.061,0.006,0.032,45.0,0.055,0.13,6.0,0.102,28.0,0.3,0.29,carrots canned,1.6
onions cooked,"[ 1.76675513e+00 -1.43826112e+00  2.38000685e+00 -2.62692615e-01
  3.49290705e+00  6.45889938e-01 -1.95481127e+00 -2.40201935e+00
 -2.77145469e+00 -2.68016970e+00  1.01646319e-01  2.95080566e+00
  1.24761638e+00  8.42264175e-01  9.87117581e-01  1.96686667e+00
 -1.59602499e+00  1.79696512e+00  4.85679030e-01 -5.18653691e-01
 -4.19133902e-03  5.40141869e+00  1.79219985e+00  2.24903256e-01
  1.88336873e+00  9.87696230e-01 -6.81033134e-01  3.97919643e+00
 -1.94900431e+00  2.44552553e+00 -4.89267230e-01 -6.64876362e-01
  1.00614703e+00  1.46559209e+00  1.89477921e-01  3.42356110e+00
  1.47303772e+00  7.86291897e-01  3.17643069e-01  2.16046137e+00
 -8.46227624e-01 -2.84207606e+00 -2.80565202e+00  4.50590171e-01
 -1.09313057e+00  1.37707531e-01 -1.86666736e+00  1.20882094e+00
 -1.54499531e-01  5.45822412e-01 -2.23017137e+00  7.59159625e-01
 -1.73882678e-01 -9.38637234e-01  2.86274582e-01  5.27558351e+00
  4.32096630e-01  8.94354939e-01  3.86825666e-01  1.72842091e+00
 -1.51822680e+00 -2.81624234e+00  7.60988235e-01 -7.78722696e-01
 -3.23281789e+00  3.88977528e-01 -5.76076613e-01  2.30269015e+00
  2.98855305e-02 -2.72658247e+00 -4.94580507e-01 -8.56293131e-01
 -8.74022663e-01 -6.43221736e-02  6.39307499e-02  4.24507535e+00
  1.49148232e+00 -4.75501433e-01 -1.18859939e+00  1.20773199e+00
  6.43935584e-01  2.40284663e+00  2.38693404e+00  1.55953306e+00
 -1.24991353e+00 -2.11837828e-01 -1.30043626e-01  3.52328539e-01
  8.35845590e-01 -3.33725691e-01 -1.25417268e+00 -3.52513552e-01
  1.56993508e-01  1.91716495e+00 -3.22859567e+00  1.77245799e+00
 -2.42786467e+00 -1.44393182e+00 -2.39185172e+00 -3.32397932e+00]",43.0,1.36,0.19,9.855,4.73,1.4,0.0,0.129,0.0,5.2,0.02,15.0,0.165,0.023,0.042,22.0,0.067,0.24,11.0,0.153,35.0,0.6,0.21,onion,0.2394833333
onions dehydrated flakes,"[ 0.94369508 -0.63959431  0.31264344  0.49954203  0.98961174  0.15840943
 -0.07273486 -0.97298637 -3.36481303  0.79921226  0.24551052  0.57599813
  0.80614711  1.51814697 -0.24748759  0.55742643 -0.43686617  1.02749945
 -1.2205981  -0.65955671  0.80831116  1.5168764   1.29959292 -0.48295796
  0.31672911  0.01308386 -2.10877899  0.93481341 -1.34593834  0.52141886
 -0.26408685 -1.22148801  2.11382776  0.74542589 -0.3349686   1.16185459
  1.52551519 -0.35865453  0.25055812  1.62176558 -1.07768648 -0.80276688
 -1.66751513  0.97940856  0.52360955 -0.13356488 -0.83395971  1.16135724
 -0.39043035 -0.66237428 -1.37073771  1.03801815  0.03501613  0.01992056
  0.35944182  2.426846   -0.17041801 -1.26600347 -0.51016625  1.54813037
 -0.29979583 -1.55125618 -0.40897229 -0.71740798 -2.62335429  2.43614824
  1.00388313  0.70504091 -2.1146978  -0.71272103 -1.34718224 -0.71861206
 -1.60651325 -0.12737917  0.43763792  2.16228158  0.35712973  0.77094999
 -0.2264994   0.37832968  0.64624563  0.48343106  2.91829733  0.05828549
 -1.30413628  0.41821394 -0.80546657  1.74011623 -1.23290152 -0.31561293
  0.90941906  0.4349272  -0.88105454  1.18440118 -0.36591306 -0.97862216
 -0.67031567 -1.18351598 -1.23324652 -1.17541301]",349.0,8.95,0.46,83.28,37.41,9.2,1.0,1.6,0.0,75.0,0.18,166.0,0.99,0.1,0.5,257.0,0.416,1.55,92.0,1.389,303.0,5.0,1.89,onion,0.2394833333
onions frozen,"[ 0.45282161  0.29968637  2.53811044 -1.13971961  0.61131173  0.38243088
  0.13397925  0.40519878 -1.9326975  -2.88957679 -0.97423233  2.9096638
 -0.59453759  0.2671057  -0.24831906  1.95203865 -1.52285117  0.60059965
 -0.43154609 -0.11073381  0.98141205  1.49591467  1.71158731 -0.61905542
 -1.41484737 -0.21312398 -0.59972966  2.30490929 -2.05279975  1.71686377
 -0.82720299 -1.19869979  2.84659564 -0.42138046 -1.71501553  2.44648376
  0.55558056 -0.80841616  2.13564721  1.99810475 -0.4152591  -1.41304884
 -1.74046224  2.01358175  0.11576885  0.95383219 -2.71453118  0.49521028
  0.12748122  1.04490216 -2.16922717 -0.30802479  0.0081144  -1.20171032
  0.47531198  1.93873042  1.50664538  0.45367682 -0.89403498  2.4383716
 -1.01886023 -1.54091853 -0.11748287  0.88688689 -2.81109107  1.61108691
  0.57086874  0.13710362  0.20792496 -0.93942311 -0.78637189 -0.28159915
 -0.81913888  0.21920729  0.04895961  1.29761782  0.69121146  1.11241366
 -0.97022134  1.34200901  0.98688453  0.71777263  1.09411025  0.70944506
 -1.49543793  1.07472864 -0.55632186  1.27445656  0.79516691 -0.17701274
 -0.31102443  0.76735394 -1.26854682  1.17274264 -0.8808167   1.19832724
 -2.23048365 -2.10413581 -1.86000887 -0.49089706]",28.666666666666668,0.7733333333333334,0.0766666666666666,6.778333333333333,2.5683333333333334,1.633333333333333,0.3333333333333333,0.0743333333333333,0.0,4.45,0.01,15.0,0.1446666666666666,0.0228333333333333,0.0223333333333333,23.166666666666668,0.0258333333333333,0.345,7.5,0.0701666666666666,14.5,0.3999999999999999,0.085,carrots frozen,0.267
onions raw,"[ 0.83993065 -0.91322065  1.84093815  0.43759096  0.42991185  0.85093093
 -0.18590248 -0.21866734 -2.87123621 -0.4900369  -0.4993857   1.80949619
 -0.46782318  0.75784665 -0.43258164  2.19085008 -0.47379684  1.14529464
 -0.77545603 -0.83226831  0.33887749  2.05824411  1.70022124 -1.03766677
  1.06637189 -0.04656148 -2.37265939  2.56416076 -2.75030082  1.85238084
 -0.08293444  0.03669549  2.20974678 -0.03140685 -0.20982751  2.060245
  2.17050934  0.08715883  1.3018249   1.48119604  0.4984559  -2.40159881
 -1.54292409  1.253272   -0.84320324  0.58484897 -2.60554537  0.14830714
 -0.22239041  1.05650728 -2.07404383 -0.08963516 -0.70588721  0.6139101
 -0.49935165  2.92402458  0.03954375 -0.77417503  0.41267005  1.65540332
 -0.97690022 -2.36209023  0.21140635 -0.60510615 -2.29096067  2.20369773
 -0.18924064  1.51034725 -1.61581638 -0.78352103 -0.49814159 -0.06287271
 -0.94592929 -1.04838669  0.71952373  1.55361833 -0.03852247 -0.36210015
 -1.47842601  1.9489595   0.88840176  1.18981397  1.51902211  0.26870829
 -1.23777063  1.03790605 -1.0183388   0.83827785  1.05224559 -0.38170567
  0.43800493  0.76209816 -0.58490437  0.48708235 -1.60532713  1.72120127
 -0.9963367  -2.71020806 -1.52795189 -0.59144513]",40.0,1.1,0.1,9.34,4.24,1.7,0.0,0.12,0.0,7.4,0.02,19.0,0.116,0.027,0.046,23.0,0.039,0.21,10.0,0.129,29.0,0.5,0.17,onion,0.2394833333
onions sweet,"[ 0.78797656 -0.26066512 -0.00523883 -0.07469371  1.77049583  1.12684566
  0.37039218 -0.05166078 -3.46942759 -0.86668462 -1.56242646  1.31455751
 -1.0534676   1.11851597  0.09396424  1.21804607 -2.01180673  1.14410885
 -1.66154039 -1.3164805   0.22524967  1.9909547   0.86156812 -1.48654053
  0.73823672  0.40904886 -2.64078116  2.4874891  -0.96641195  1.00975251
 -1.67948347 -1.03448625  2.58908761  0.12992811 -1.45329338  1.75290766
  3.4280622  -0.40264347  1.66170779  3.13049889  0.01319503 -2.6399157
 -1.81970841  1.24699038 -0.06733119 -0.35753143 -2.6200439   0.30939788
  0.94729179  1.67732596 -2.77422553  0.35318512  0.52129923  1.25423326
  0.11432147  1.93723654  0.12607422 -0.07661301 -0.8625623   1.06862098
 -0.00458175 -3.31979382 -0.93320531  1.20147556 -3.56021118  1.71116972
  0.87172069  1.71318662 -1.36405852 -0.20746309 -1.86064887 -0.73348694
 -1.09450588  0.81299102  1.44785231  2.51239794  0.54073507  0.50109209
 -1.67788556  1.83492255  2.42269492  1.18743873  4.06085837 -0.81002402
 -0.84163179  0.52434103 -1.71873482  1.86184222  1.62110418 -0.3601422
  0.0908321   0.66115595 -1.37408182  0.66264406 -1.88403887  0.8077358
 -0.04270214 -2.37801876 -0.88174224  0.68073958]",32.0,0.8,0.08,7.55,5.02,0.9,0.0,0.13,0.0,4.8,0.02,0.0,0.133,0.02,0.041,20.0,0.056,0.26,9.0,0.076,27.0,0.5,0.13,onion,0.2394833333
